WxcXR0irwa0xb26b4JSO+afcUhnljOXuTSN4J2fZqjCnwNEcjwsYF0yoJrCDVv4fRsziIl4aHdbCHSCMH/QDNg==	{"render_url": "http://fake.microsoft.example/render_url_669812", "regions": ["GE", "SP", "CH"], "campaign_id": 425251974, "banner_id": "669812", "owner_id": 7816, "target_segments": [355, 135, 168, 106, 427, 492, 274, 147, 117, 373, 119, 126]}
X+WOV0o2WdTwjDJKOotEL3GzLVDfilH8+cyr9fdKnjnifv0bx3vcjDWblv12Ao8zfO9uvdVXM06eonVggFy/hA==	{"render_url": "http://fake.microsoft.example/render_url_679948", "regions": ["CA", "CH"], "campaign_id": 864707615, "banner_id": "679948", "owner_id": 4932, "target_segments": [227, 458, 236, 205, 240, 464, 276, 280, 252, 253]}
F6ZFtt3GGsXNgY4jLR4dx5TTIOmfu1BfdCiXYvpT7Ns17+FA2Zs3YmU9C7JQMluMKtRlwP8uWHAL1120+qkHzg==	{"render_url": "http://fake.microsoft.example/render_url_756963", "regions": ["GE", "CH", "CA", "UK", "SP", "FR"], "campaign_id": 469601880, "banner_id": "756963", "owner_id": 2258, "target_segments": [451, 424, 136, 171, 462, 367, 240, 432, 271, 275, 211, 181, 221, 222]}
C8YpSs4LzQibyGpb7TuXo/d1PPZTEubI6qPmnsn2seXAo6n4rrHndVb2EGULL/t9OGtwrln4o5NWch9YpM00Qw==	{"render_url": "http://fake.microsoft.example/render_url_772538", "regions": ["UK", "CH", "SP", "CA", "FR", "US"], "campaign_id": 589417407, "banner_id": "772538", "owner_id": 2144, "target_segments": [450, 419, 133, 358, 357, 424, 293, 232, 368, 339, 444, 446]}
F8SaZnrwHZHfqUBeV+HEJr4z4D2q5+sBB83QU39gVNE4y99z+yHl3ZRD5PqE0+SiBLuFbDCtE3u/VzmDHLWZ0A==	{"render_url": "http://fake.microsoft.example/render_url_359803", "regions": ["FR", "UK", "GE", "US", "CH"], "campaign_id": 689336062, "banner_id": "359803", "owner_id": 3559, "target_segments": [481, 164, 357, 294, 388, 269, 113, 118, 310, 441]}
wj4bnaLB29S91iUDcGD/bJG6RFaHP/K+NRbpgKKGjW7i9MjqJKX7WyQzcxwct1Da5/guabuBLqVgs3/gPvYYFQ==	{"render_url": "http://fake.microsoft.example/render_url_704800", "regions": ["CH", "US", "UK", "CA"], "campaign_id": 935775470, "banner_id": "704800", "owner_id": 7622, "target_segments": [480, 385, 130, 165, 326, 486, 425, 458, 397, 400, 437, 218, 124, 381, 159]}
ryjEVA1bcfKBKzfmyy11kJTE2GE9YhVmxJubufqrlbjqYBSsI3us+vdv2QN8pLwWUPQu6PmqhPVXNNHBVEcwHA==	{"render_url": "http://fake.microsoft.example/render_url_269776", "regions": ["US"], "campaign_id": 864430569, "banner_id": "269776", "owner_id": 7499, "target_segments": [322, 106, 459, 204, 138, 268, 107, 171, 334, 301, 498, 121]}
mCfrU99SbSBvXrxNyF7TL6Ji9S9D5Ywbdv6HAzq9pjCOiys7BW34BzGbw1p9JlWitLacdJFD0eORsdWI9/pz2g==	{"render_url": "http://fake.microsoft.example/render_url_991873", "regions": ["CA", "GE", "SP", "FR", "CH"], "campaign_id": 143170572, "banner_id": "991873", "owner_id": 3138, "target_segments": [322, 163, 164, 344, 360, 234, 241, 403, 116, 405, 408, 120, 413]}
l/BMfhEvHRZ8+dTe5FGrdQAda2DLaSWj4vQ8dCXKhWQdGCEYx/U8r1cYxUqUl3lmgZ4YTXKwYdChzqG2u1vM/A==	{"render_url": "http://fake.microsoft.example/render_url_490151", "regions": ["CA", "CH", "US", "SP"], "campaign_id": 607490482, "banner_id": "490151", "owner_id": 4169, "target_segments": [196, 202, 268, 205, 271, 435, 444, 317, 382, 223]}
tfXqY6QvL2VYtyTHVO0hVHvZwh/0NRy6UInsiWNHyWl6QQbqCKBve7LdgdbDo8pWcNA2upTe28Xl7Db+a5mSNg==	{"render_url": "http://fake.microsoft.example/render_url_178151", "regions": ["GE", "US", "CH", "CA", "SP", "UK"], "campaign_id": 754729409, "banner_id": "178151", "owner_id": 1926, "target_segments": [168, 459, 364, 237, 430, 369, 307, 147, 435, 310, 378, 475, 255]}
YWX6pRU4/iuVfj4JP5Y5xj1PLmHeysGkF8x78ReBG8Ya2j21JpHbZlFPjrERAkw8w/T4/txQA3CpXnwe6t/dkg==	{"render_url": "http://fake.microsoft.example/render_url_396576", "regions": ["GE", "FR", "CA", "US", "CH"], "campaign_id": 695085436, "banner_id": "396576", "owner_id": 9763, "target_segments": [487, 167, 269, 334, 301, 124, 397, 376, 313, 252, 191]}
hVOIbxkl2r+MR9kxVaLg6a6KjqGKNaEHGEsi3FQrO2vBUEDzoTOfQBjPQZqSW9y3W7/5W8gYx0KTbgJCWEP+8g==	{"render_url": "http://fake.microsoft.example/render_url_71565", "regions": ["CH", "CA", "FR", "UK", "US"], "campaign_id": 489501534, "banner_id": "71565", "owner_id": 1406, "target_segments": [193, 484, 232, 168, 104, 267, 140, 493, 491, 463, 144, 208, 147, 311, 413]}
1jfCKroAwc5V9PrjONi+BqtoCl4WZehhT7nWR4dAeWXFVg4j0h+5VwSZSBxMDQ4g3rzMTyIr7DLV0mR7opMyoA==	{"render_url": "http://fake.microsoft.example/render_url_858798", "regions": ["GE"], "campaign_id": 676891040, "banner_id": "858798", "owner_id": 5706, "target_segments": [256, 257, 100, 101, 264, 155, 142, 367, 372, 277, 409, 411, 477]}
pxZ+zA7DciZzvDdbwxIszOfZRM4fLmVMrDU+RBd4yvZ0LnYxq3+DzndwoQV5foIQitInhe3/Pl6UCasNN9JUHA==	{"render_url": "http://fake.microsoft.example/render_url_130581", "regions": ["CH", "UK", "SP", "US"], "campaign_id": 565504314, "banner_id": "130581", "owner_id": 2930, "target_segments": [259, 198, 231, 169, 458, 334, 337, 370, 310, 343, 378, 283, 317]}
afMVo+orj+E3NLJVnQbLEMpLT3jT5p3c/sf3jkLgkFMRJ3kezB5Z5W+HDoRhJoeXOlKLnmMb/TYwiwTQb2cReQ==	{"render_url": "http://fake.microsoft.example/render_url_228033", "regions": ["GE", "CA", "SP", "UK", "FR", "US"], "campaign_id": 922536350, "banner_id": "228033", "owner_id": 8288, "target_segments": [416, 324, 261, 420, 458, 492, 172, 431, 496, 307, 339, 314, 283, 476, 158]}
ORuAV79JEd8pzDtMFWxyzE35NbzI5jDO9ZLjmFfT1tLD40Bb6u3R2eKTo2DufXBEg47fdb2dxe1kFIC/SJcVVA==	{"render_url": "http://fake.microsoft.example/render_url_176309", "regions": ["GE", "US", "FR", "UK"], "campaign_id": 229743184, "banner_id": "176309", "owner_id": 7854, "target_segments": [384, 195, 360, 394, 203, 429, 181, 278, 375, 313, 347]}
clOZCAb7eIqiXwSGJ2ARFYpXkIdOERf7/wzUL3IpqJQrwqjRfKzFqmnlBx/3Ae6V0ozGe6lXV6s45HDclcO83Q==	{"render_url": "http://fake.microsoft.example/render_url_861617", "regions": ["FR", "US", "CA", "UK"], "campaign_id": 696067375, "banner_id": "861617", "owner_id": 7776, "target_segments": [320, 291, 292, 387, 390, 326, 389, 489, 178, 434, 276, 404, 406, 317]}
2wGAYHan5LQGzkEgQXjMcXGR11dHpvExVubnFELnGq89XFgkEEColIGTO5nC0WdCbFj7gHzZctwC6Q8i4hnCOg==	{"render_url": "http://fake.microsoft.example/render_url_261909", "regions": ["CA", "SP", "UK", "FR", "US"], "campaign_id": 687099531, "banner_id": "261909", "owner_id": 1398, "target_segments": [320, 344, 231, 394, 494, 207, 433, 151, 120, 443, 348]}
L3bMhn2V8+c9dx9dutu65iBQyMeQgivwv8pxEn9HdWIDtCi7e80wvNJBQSnZiBjhOL1zgFlY6KhJTYQKe80hYg==	{"render_url": "http://fake.microsoft.example/render_url_717759", "regions": ["CA"], "campaign_id": 560276227, "banner_id": "717759", "owner_id": 3640, "target_segments": [484, 197, 261, 455, 264, 328, 458, 136, 172, 168, 145, 210, 120, 345, 443]}
GbI3507ZRdTVurwhYnihWuz3i9aebsliwqfRNK1qyumKt7CO74R4MTqrnVzCBdu0OQYsMmrzMZy7AP8S7z12Kw==	{"render_url": "http://fake.microsoft.example/render_url_363603", "regions": ["US", "FR"], "campaign_id": 869299814, "banner_id": "363603", "owner_id": 5263, "target_segments": [327, 488, 199, 299, 463, 239, 180, 246, 122, 347, 254, 127]}
ScI5bU5PPYtC0KFPdR/GSyKSn6/UcHCnt91pF+Tniv1z19ULAMHQsKu91xNzWCZfwGcbSi9jUVPGoCG92HmkEw==	{"render_url": "http://fake.microsoft.example/render_url_662327", "regions": ["FR"], "campaign_id": 201016985, "banner_id": "662327", "owner_id": 9312, "target_segments": [264, 202, 235, 332, 461, 243, 246, 215, 406, 441, 122, 479]}
BlYOnPfyVKztR56ju0asyPCkaa4UregDcMb+y8FuARTOftQVIm/uZG7jPZ5L5GTGGcaZ54tJBHic6veVY2QURg==	{"render_url": "http://fake.microsoft.example/render_url_580461", "regions": ["CH", "UK", "FR"], "campaign_id": 557792283, "banner_id": "580461", "owner_id": 6582, "target_segments": [288, 225, 199, 424, 269, 141, 334, 433, 498, 469, 437, 120, 409, 188]}
loYZ2R41TafGiPEFMSCy1jtXfAnmkH6rhBVyV6bpFmeEYk2UxgbRENRDxILMh8uFKjxGbqZtPe1LxW48Yupmkw==	{"render_url": "http://fake.microsoft.example/render_url_424934", "regions": ["CA", "FR", "SP", "UK", "US", "GE"], "campaign_id": 457558624, "banner_id": "424934", "owner_id": 7738, "target_segments": [320, 485, 101, 331, 473, 174, 270, 144, 409, 191]}
m2zUXe8yrgF8VU0DVM6u+1/970IMDydiowwMrHjJjwrzzehbQyMpvSiC6DfKbP2cj+SNZA4hUVT5zatPwXVN1Q==	{"render_url": "http://fake.microsoft.example/render_url_281136", "regions": ["US", "CH", "UK", "FR", "GE", "SP"], "campaign_id": 556338014, "banner_id": "281136", "owner_id": 5440, "target_segments": [160, 480, 198, 359, 362, 203, 364, 109, 144, 180, 380, 221]}
Ie3Ybegy8cfLV5kyEukJ5r4LZjB9cWgIkfDZGUEziWv5LfviVjkdKwr8ouKQ6cFUugrzxVekZPClp271IQC48A==	{"render_url": "http://fake.microsoft.example/render_url_310806", "regions": ["CH", "CA", "SP", "FR", "US", "GE"], "campaign_id": 150405319, "banner_id": "310806", "owner_id": 8306, "target_segments": [322, 197, 298, 493, 143, 271, 341, 310, 121, 283, 125, 350, 415]}
cJTNBUsqnBnIPgp7YaGSwd9j6tF9klBKDAplvhgANUFLyoEEPCPFm0wHL0N+CY5iP3LX4yKN/Ae4pvBSU6vvqg==	{"render_url": "http://fake.microsoft.example/render_url_43363", "regions": ["GE"], "campaign_id": 677840429, "banner_id": "43363", "owner_id": 5325, "target_segments": [449, 387, 484, 133, 140, 268, 142, 209, 467, 278, 280, 410, 347, 447]}
gGwe5TZXmqYCdlEp01BB4prbDk9etHdI9z9teCtph/YDoaxiFqe4A+nxOJHaNe37ptXoggLVmwKWchoF4xzjoQ==	{"render_url": "http://fake.microsoft.example/render_url_195126", "regions": ["CA", "US", "GE", "CH", "FR", "SP"], "campaign_id": 189352693, "banner_id": "195126", "owner_id": 9716, "target_segments": [225, 103, 327, 393, 423, 267, 148, 245, 278, 279, 186, 221, 351]}
wEH7bIG0cNHvjVbPOvFBzD8Qg+XQZ712eEsfJbe9CZ5Xz/CtlkJLNAqCpcuuFZyfBrrlB5aTC8HhOTJvlTgRXw==	{"render_url": "http://fake.microsoft.example/render_url_486678", "regions": ["US", "CA", "UK", "FR", "SP"], "campaign_id": 261263371, "banner_id": "486678", "owner_id": 4825, "target_segments": [224, 196, 422, 298, 395, 171, 269, 283, 347, 210, 221, 441, 315, 253]}
kGr0/Yp7fRHFo6ER+5oFyPxve6IrKz3kuUo36ktLOnDsNINroE4TT9BQ4Tt1yJ1jjr6PK//UNUQs3twAnLaK5Q==	{"render_url": "http://fake.microsoft.example/render_url_295564", "regions": ["CA", "SP"], "campaign_id": 572712439, "banner_id": "295564", "owner_id": 4958, "target_segments": [352, 452, 262, 200, 460, 332, 237, 431, 240, 463, 373, 190]}
VdEVl5a1K3/629TpOF0CAqIwurKIKLp8lSM0O6TwaFA7uMnoUjuDfF9U88d+XyDrSFeTLNK2ep2tZErSGrrgfw==	{"render_url": "http://fake.microsoft.example/render_url_401241", "regions": ["CA"], "campaign_id": 860592026, "banner_id": "401241", "owner_id": 3773, "target_segments": [448, 482, 483, 100, 454, 295, 456, 169, 104, 267, 171, 151, 409, 123]}
OSGi6b23O56v7adFoe6K/U2H3Z8ylcpUGJChhaIdw1NJdD9IlhBPnCtsZfCFPlpU2BiMc6nIgG2u42/EgDWYgw==	{"render_url": "http://fake.microsoft.example/render_url_919737", "regions": ["US", "GE", "SP", "CH", "FR"], "campaign_id": 749342423, "banner_id": "919737", "owner_id": 8798, "target_segments": [227, 484, 397, 367, 499, 147, 118, 315, 125, 382, 415]}
iBlxkLKqUs2xHJOV+inDwXhhRwFIi4RazXqjj8inCAN55dv4UhhDBYLTS5H9gdAQ0lqM+ek/3Rlb3UKrD53K8g==	{"render_url": "http://fake.microsoft.example/render_url_764288", "regions": ["CH", "SP", "US"], "campaign_id": 385483493, "banner_id": "764288", "owner_id": 8150, "target_segments": [108, 114, 254, 246, 247, 438, 282, 475, 284, 190, 319]}
EIMVl6kbqdWDjK/MQmBp0R1Z8LMGHhXaAyoXOBde36EG4GcDxfguyBwcNBVo7UtF7rnjWJ9AjkU6C3lerlfDZw==	{"render_url": "http://fake.microsoft.example/render_url_374582", "regions": ["CA"], "campaign_id": 217344241, "banner_id": "374582", "owner_id": 6511, "target_segments": [481, 354, 298, 109, 333, 112, 369, 273, 400, 316, 376, 444, 478]}
GMAxX4tPRlWPBle7G29xq6QlvZIqsqScRAKzkpzzsxB22N5mtHVzbj7o6huSMkpkcaoU0RbElWOL88OBGcvLew==	{"render_url": "http://fake.microsoft.example/render_url_679979", "regions": ["FR", "GE", "CA", "SP", "US"], "campaign_id": 365033433, "banner_id": "679979", "owner_id": 4428, "target_segments": [224, 194, 323, 484, 290, 230, 135, 287, 119, 181, 342, 215, 379, 255]}
x8vCSHVBrwJO7YoLXncfzAUUYN1Jez8qH3sUTgrQqEKloZJm3B6nnj9STAReFzYXYjDc1qr4CHJcvsCDF5M53Q==	{"render_url": "http://fake.microsoft.example/render_url_31993", "regions": ["GE", "CA"], "campaign_id": 260381659, "banner_id": "31993", "owner_id": 3589, "target_segments": [480, 353, 161, 455, 299, 141, 206, 338, 402, 468, 340, 472, 158]}
DizhRsBRcw4GejlhiuG8A/3pWECdtPBw/dwltw6Z75+lMp4qBAEQeJjp9QlXe1P4XkJfHy/rGodgjP6yhlZ26A==	{"render_url": "http://fake.microsoft.example/render_url_968826", "regions": ["CA", "US", "FR", "CH", "GE"], "campaign_id": 11188554, "banner_id": "968826", "owner_id": 9938, "target_segments": [224, 353, 128, 420, 165, 326, 164, 328, 111, 472, 250, 283, 476, 157, 351]}
ogJXQskABldsWZGaB3nkefe+AJ1hKuELMNoAZ3mzmuUK13fXGKDrlCxMRMAV3v4fwzzGSX1TpJsT8WhlNMUWBA==	{"render_url": "http://fake.microsoft.example/render_url_647976", "regions": ["GE", "CH"], "campaign_id": 62484489, "banner_id": "647976", "owner_id": 9055, "target_segments": [227, 420, 323, 457, 236, 270, 275, 468, 157, 349]}
xXpGIg3WcTEW9FylNdcz9URCMTs1JCR9odCzduGBaoQ3YGM41MyvfR/rdxFSAQ1w0UK7LlJJC+3D4LEfv3nMFg==	{"render_url": "http://fake.microsoft.example/render_url_407961", "regions": ["GE", "CH", "FR", "SP"], "campaign_id": 570576641, "banner_id": "407961", "owner_id": 2844, "target_segments": [376, 356, 202, 362, 428, 494, 399, 435, 151, 278, 247, 440, 153, 152, 413]}
j7mESGR2q3KWSlzN+0eYWMwPwp9RqiQ+BXiUFOaT4IuX4B4UB/l3ta+cIsAMQ6l1/fk5j5ZgMwAtDmMKjFDlBQ==	{"render_url": "http://fake.microsoft.example/render_url_414215", "regions": ["US", "UK", "CH", "CA", "FR"], "campaign_id": 243247867, "banner_id": "414215", "owner_id": 2436, "target_segments": [480, 227, 259, 425, 298, 396, 176, 113, 182, 221, 217, 378, 349]}
9agGOjw2gxl4zK6PAVr38dDqzsOZJSuL2fCpzrqT7yUTUm8X1WIGjXNRXMIShpbZQUFaFkRM2JnhQu0VVhH3TQ==	{"render_url": "http://fake.microsoft.example/render_url_382712", "regions": ["SP"], "campaign_id": 946596051, "banner_id": "382712", "owner_id": 2017, "target_segments": [128, 261, 326, 397, 271, 367, 437, 150, 406, 285, 221]}
it1ySIShpNGHngdI4G+qUK41VBPiU9e+2NRJC8qKWlbrvXD+lg1ZBCefogj8b6zLLAIJdtTvLw5NxZfIvPRW8g==	{"render_url": "http://fake.microsoft.example/render_url_244202", "regions": ["SP", "CH", "FR", "CA", "GE", "UK"], "campaign_id": 642661760, "banner_id": "244202", "owner_id": 5801, "target_segments": [312, 198, 391, 136, 422, 295, 213, 405, 117, 184, 412, 189, 319]}
KlaYpP84+6Pk8uHe0q3RoKuuqPCkCzlufS+C1qbe+A56tAyu1WEdXDru85Z39iH6Ybi+8CgcWvaMt3VrDzeQuA==	{"render_url": "http://fake.microsoft.example/render_url_375921", "regions": ["SP", "CA"], "campaign_id": 242888710, "banner_id": "375921", "owner_id": 5266, "target_segments": [162, 255, 136, 363, 428, 145, 434, 246, 344, 345, 155, 188, 350, 159]}
kaGP23B1ADMxsAQllhBNad7QW6TwwLv/Yl64aq1QiPRqTvlgawLQu1w2S+i0dlIfmP0DLUEJRBZjRHzzO8NRfQ==	{"render_url": "http://fake.microsoft.example/render_url_96514", "regions": ["GE", "SP"], "campaign_id": 432103542, "banner_id": "96514", "owner_id": 4255, "target_segments": [449, 482, 162, 356, 484, 198, 296, 361, 203, 434, 216, 346, 126]}
LD6tD7BqTSeootZy1lcgCwP4/eldgZvNimbvX98dA1ffBAD5OmZj8ZlhWj3f8WymTVk5SVOUg87RWS/o4g1ryg==	{"render_url": "http://fake.microsoft.example/render_url_521412", "regions": ["CA", "GE"], "campaign_id": 909644667, "banner_id": "521412", "owner_id": 1794, "target_segments": [204, 429, 364, 304, 337, 374, 343, 312, 186, 156, 477]}
vJt6f36ev2XAQg+FcRLPxFjhQm9yqtaQK0e70aDBqAU2k+s18nDdpvisjXeDaKiUS7P4VCtRukbubST0QJJ4zg==	{"render_url": "http://fake.microsoft.example/render_url_230140", "regions": ["UK"], "campaign_id": 287048741, "banner_id": "230140", "owner_id": 8202, "target_segments": [290, 452, 202, 235, 426, 429, 237, 399, 465, 466, 370, 500, 373, 276, 313]}
igoNNxHwOlMkXXRaKlJLzrVB0auJmGmNtIZx2mKpb2xNFiE6kGbEiHhcrK0uIunQeliWAXD7HyC8Tr+7WmzVuQ==	{"render_url": "http://fake.microsoft.example/render_url_982863", "regions": ["US", "CA"], "campaign_id": 690685830, "banner_id": "982863", "owner_id": 7355, "target_segments": [450, 451, 230, 231, 203, 495, 303, 372, 308, 438, 153]}
G+HAwJfRhXKFmRowc8iYIAIRCTg/A/lNYZPI6Sz/cpaZwiMcziwgvz7xKne0aGXigj6zrrS2fuNaqvOsCRWugw==	{"render_url": "http://fake.microsoft.example/render_url_779595", "regions": ["US", "UK"], "campaign_id": 708914127, "banner_id": "779595", "owner_id": 9397, "target_segments": [439, 106, 108, 206, 335, 401, 339, 277, 117, 189, 153, 381, 343]}
goDCnykCYcjOhCoDRU0nxNhmbvKj4UiM43e/S+KiOtKtgsRHWK++w1KnYP2nK2RU4it3d0Q6ydcniGzfDYGEAQ==	{"render_url": "http://fake.microsoft.example/render_url_622983", "regions": ["UK"], "campaign_id": 308691546, "banner_id": "622983", "owner_id": 8019, "target_segments": [385, 201, 395, 173, 111, 433, 375, 183, 378, 188, 447]}
kzV8OWdo1jLBPLv6nC6C8NpcCv15EYzttkYqLCMnWR5YvTGBX8VnV73rNvE1PIKrgeHPJdFIAwd01m8zfsyDQA==	{"render_url": "http://fake.microsoft.example/render_url_765055", "regions": ["GE", "CA"], "campaign_id": 83859172, "banner_id": "765055", "owner_id": 9817, "target_segments": [256, 385, 386, 226, 165, 485, 489, 202, 204, 176, 337, 274, 213, 342, 413]}
tqoLPpg3s+a3OW1uq4i2km1Tdgj50fpJpP3ecXF8hQOuVmoqNTdVb3DPXLTtqbs5IVVo1L6BVcltyuyMn5PSBA==	{"render_url": "http://fake.microsoft.example/render_url_498355", "regions": ["FR", "UK", "US"], "campaign_id": 527839770, "banner_id": "498355", "owner_id": 9414, "target_segments": [161, 262, 394, 371, 147, 404, 182, 244, 180, 282, 187]}
sG3rotME0jJXGbEfePOy146/qOZAQe1wp1ZZoFo0Gd5MLwtBjtcuS0lkzYdhfBzToM5FfXtn2d3zcNVOun57jQ==	{"render_url": "http://fake.microsoft.example/render_url_636550", "regions": ["US", "FR", "UK"], "campaign_id": 439260513, "banner_id": "636550", "owner_id": 6904, "target_segments": [291, 164, 165, 454, 422, 201, 271, 207, 433, 463, 499, 340, 118, 311]}
IXJpckmTXrWZ7P1vWdpFwd9E2SB03LBpPf5bhv/dWWxaHqHdG0XrLNJBaXsvEzUXFXJXcN2rmBq1IeRtAqgYTg==	{"render_url": "http://fake.microsoft.example/render_url_333111", "regions": ["UK", "CA", "GE"], "campaign_id": 574693690, "banner_id": "333111", "owner_id": 9083, "target_segments": [192, 193, 450, 290, 481, 165, 460, 205, 400, 412, 158]}
LFAjoWk1xnVmiVCQLqngSLAtSHjzTHffT0kEKOWRhNKhKXrhbnxHa0bbLclmfSz+6nVdxluxcJpA/SThvlQjQw==	{"render_url": "http://fake.microsoft.example/render_url_99229", "regions": ["US", "CH"], "campaign_id": 71205273, "banner_id": "99229", "owner_id": 5015, "target_segments": [224, 164, 485, 455, 202, 395, 172, 364, 240, 402, 118, 312, 447]}
JBBK7bl8OT7T1DQZaMCp/Em2KDC5cXH4U4kTRrskoqDc0Z+p4D4q/Nci/DTz5XubBGqI5zOq1GVLe8mTfR0Yvw==	{"render_url": "http://fake.microsoft.example/render_url_806248", "regions": ["FR", "SP", "GE", "CA", "UK"], "campaign_id": 344667950, "banner_id": "806248", "owner_id": 8468, "target_segments": [391, 423, 490, 234, 466, 308, 278, 215, 154, 156, 221, 159]}
